,Song_Name,Song_String,Lyrics_List
28,edited_Confide_in_Me_-_triple_j_Like_A_Version,"i stand in the distance
i view from afar
should i offer some assistance
should it matter who you are

we all get hurt by love
and we all have our cross to bear
but in the name of understanding now
our problems should be shared


i can keep a secret
and throw away the key
but sometimes to release it
is to set our children free

we all get hurt by love
and we all have our cross to bear
but in the name of understanding now
our problems should be shared

stick or twist the choice is yours
hit or miss whats mine is yours
stick or twist the choice is yours
hit or miss whats mine is yours

we all get hurt by love
and we all have our cross to bear
but in the name of understanding now
our problems should be shared","['i', 'stand', 'in', 'the', 'distance', 'i', 'view', 'from', 'afar', 'should', 'i', 'offer', 'some', 'assistance', 'should', 'it', 'matter', 'who', 'you', 'are', 'we', 'all', 'get', 'hurt', 'by', 'love', 'and', 'we', 'all', 'have', 'our', 'cross', 'to', 'bear', 'but', 'in', 'the', 'name', 'of', 'understanding', 'now', 'our', 'problems', 'should', 'be', 'shared', 'i', 'can', 'keep', 'a', 'secret', 'and', 'throw', 'away', 'the', 'key', 'but', 'sometimes', 'to', 'release', 'it', 'is', 'to', 'set', 'our', 'children', 'free', 'we', 'all', 'get', 'hurt', 'by', 'love', 'and', 'we', 'all', 'have', 'our', 'cross', 'to', 'bear', 'but', 'in', 'the', 'name', 'of', 'understanding', 'now', 'our', 'problems', 'should', 'be', 'shared', 'stick', 'or', 'twist', 'the', 'choice', 'is', 'yours', 'hit', 'or', 'miss', 'whats', 'mine', 'is', 'yours', 'stick', 'or', 'twist', 'the', 'choice', 'is', 'yours', 'hit', 'or', 'miss', 'whats', 'mine', 'is', 'yours', 'we', 'all', 'get', 'hurt', 'by', 'love', 'and', 'we', 'all', 'have', 'our', 'cross', 'to', 'bear', 'but', 'in', 'the', 'name', 'of', 'understanding', 'now', 'our', 'problems', 'should', 'be', 'shared']"
29,edited_The_Moment,"in the end its stronger than i know how to be
and i cant just spend my whole lifetime wondering
i fell in love with the sound of my heels on the wooden floor
i dont want our footsteps to be silent anymore


in the end its coming theres nothing left to do
but im still not certain just how im gonna feel


its getting closer
its getting closer
its getting closer
im not ready
its getting closer
i need a little more time","['in', 'the', 'end', 'its', 'stronger', 'than', 'i', 'know', 'how', 'to', 'be', 'and', 'i', 'cant', 'just', 'spend', 'my', 'whole', 'lifetime', 'wondering', 'i', 'fell', 'in', 'love', 'with', 'the', 'sound', 'of', 'my', 'heels', 'on', 'the', 'wooden', 'floor', 'i', 'dont', 'want', 'our', 'footsteps', 'to', 'be', 'silent', 'anymore', 'in', 'the', 'end', 'its', 'coming', 'theres', 'nothing', 'left', 'to', 'do', 'but', 'im', 'still', 'not', 'certain', 'just', 'how', 'im', 'gonna', 'feel', 'its', 'getting', 'closer', 'its', 'getting', 'closer', 'its', 'getting', 'closer', 'im', 'not', 'ready', 'its', 'getting', 'closer', 'i', 'need', 'a', 'little', 'more', 'time']"
30,edited_Solitude_Is_Bliss,"cracks in the pavement underneath my shoe
i care less and less about it and less about you
no one else around to look at me
so i can look at my shadow as much as i please


oh you will never come close to how i feel
you will never come close to how i feel

space around me where my soul can breathe
ive got body that my mind can leave
nothing else matters i dont care what i miss
companys okay solitude is bliss


and you will never come close to how i feel
you will never come close to how i feel
movement doesnt flow
quite like it does when im alone
ill be the one whos free
you and all your friends can watch me
today
dont ask me how youre supposed to feel

you will never come close to how i feel
you will never come close to how i feel
you will never come close to how i feel
you will never come close to how i feel","['cracks', 'in', 'the', 'pavement', 'underneath', 'my', 'shoe', 'i', 'care', 'less', 'and', 'less', 'about', 'it', 'and', 'less', 'about', 'you', 'no', 'one', 'else', 'around', 'to', 'look', 'at', 'me', 'so', 'i', 'can', 'look', 'at', 'my', 'shadow', 'as', 'much', 'as', 'i', 'please', 'oh', 'you', 'will', 'never', 'come', 'close', 'to', 'how', 'i', 'feel', 'you', 'will', 'never', 'come', 'close', 'to', 'how', 'i', 'feel', 'space', 'around', 'me', 'where', 'my', 'soul', 'can', 'breathe', 'ive', 'got', 'body', 'that', 'my', 'mind', 'can', 'leave', 'nothing', 'else', 'matters', 'i', 'dont', 'care', 'what', 'i', 'miss', 'companys', 'okay', 'solitude', 'is', 'bliss', 'and', 'you', 'will', 'never', 'come', 'close', 'to', 'how', 'i', 'feel', 'you', 'will', 'never', 'come', 'close', 'to', 'how', 'i', 'feel', 'movement', 'doesnt', 'flow', 'quite', 'like', 'it', 'does', 'when', 'im', 'alone', 'ill', 'be', 'the', 'one', 'whos', 'free', 'you', 'and', 'all', 'your', 'friends', 'can', 'watch', 'me', 'today', 'dont', 'ask', 'me', 'how', 'youre', 'supposed', 'to', 'feel', 'you', 'will', 'never', 'come', 'close', 'to', 'how', 'i', 'feel', 'you', 'will', 'never', 'come', 'close', 'to', 'how', 'i', 'feel', 'you', 'will', 'never', 'come', 'close', 'to', 'how', 'i', 'feel', 'you', 'will', 'never', 'come', 'close', 'to', 'how', 'i', 'feel']"
31,edited_Why_Won’t_They_Talk_to_Me?,"out of this zone trying to see
im so alone nothing for me
i guess ill go home try to be sane
try to pretend none of it happened
oh this old tree lonely old me
whoopsiedaisy i thought i was happy oh
out of this zone now that i see
i dont need them and they dont need me
i guess ill go home try to be sane
try to pretend none of it happened
destined to be lonely old me
whoopsiedaisy i thought i was happy oh

ah why wont they talk to me i thought i was happy
ah why wont they talk to me i thought i was happy
ah why wont they talk to me i thought i was happy
ah why wont they talk to me
ah why wont they talk to me

but i dont really care about it anyway
i wouldnt listen to a word any of them say
they just talk about themselves all day
one day ill be a star theyll be sorry
ah why wont they talk to me
ah why wont they talk to me
ah why wont they talk to me
ah why wont they talk to me
ah why wont they talk to me","['out', 'of', 'this', 'zone', 'trying', 'to', 'see', 'im', 'so', 'alone', 'nothing', 'for', 'me', 'i', 'guess', 'ill', 'go', 'home', 'try', 'to', 'be', 'sane', 'try', 'to', 'pretend', 'none', 'of', 'it', 'happened', 'oh', 'this', 'old', 'tree', 'lonely', 'old', 'me', 'whoopsiedaisy', 'i', 'thought', 'i', 'was', 'happy', 'oh', 'out', 'of', 'this', 'zone', 'now', 'that', 'i', 'see', 'i', 'dont', 'need', 'them', 'and', 'they', 'dont', 'need', 'me', 'i', 'guess', 'ill', 'go', 'home', 'try', 'to', 'be', 'sane', 'try', 'to', 'pretend', 'none', 'of', 'it', 'happened', 'destined', 'to', 'be', 'lonely', 'old', 'me', 'whoopsiedaisy', 'i', 'thought', 'i', 'was', 'happy', 'oh', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me', 'i', 'thought', 'i', 'was', 'happy', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me', 'i', 'thought', 'i', 'was', 'happy', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me', 'i', 'thought', 'i', 'was', 'happy', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me', 'but', 'i', 'dont', 'really', 'care', 'about', 'it', 'anyway', 'i', 'wouldnt', 'listen', 'to', 'a', 'word', 'any', 'of', 'them', 'say', 'they', 'just', 'talk', 'about', 'themselves', 'all', 'day', 'one', 'day', 'ill', 'be', 'a', 'star', 'theyll', 'be', 'sorry', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me', 'ah', 'why', 'wont', 'they', 'talk', 'to', 'me']"
32,edited_Milky_Way_Spiral_Gets_a_New_Arm,,[]
33,edited_Love-Paranoia,"i may not be as honest as i ought to be
now that when the walls go up
i said it didnt worry me but it hit me like an arrow
babe to know i could just be paranoid
wont quell the desire to know what was really going on
does it really fucking matter babe is all you can ask me
okay fair play here we go

ive heard those words before
are you sure it was nothing
cause it made me feel like dying inside
never thought i was insecure but its pure
didnt notice until i was in love for real
am i really gonna cross the line
just to find what youre typing
if only i could read your mind
ooh id be fine id be normal
nows my time gonna do it

and suddenly im the phony one
the only one with a problem
true love is bringing it out of me
the worst in me and i know now
do you remember the time we were
the time we were by the ocean
i didnt care if it was day or night
the world was right where i wanted
girl im sorry
babe im really really sorry","['i', 'may', 'not', 'be', 'as', 'honest', 'as', 'i', 'ought', 'to', 'be', 'now', 'that', 'when', 'the', 'walls', 'go', 'up', 'i', 'said', 'it', 'didnt', 'worry', 'me', 'but', 'it', 'hit', 'me', 'like', 'an', 'arrow', 'babe', 'to', 'know', 'i', 'could', 'just', 'be', 'paranoid', 'wont', 'quell', 'the', 'desire', 'to', 'know', 'what', 'was', 'really', 'going', 'on', 'does', 'it', 'really', 'fucking', 'matter', 'babe', 'is', 'all', 'you', 'can', 'ask', 'me', 'okay', 'fair', 'play', 'here', 'we', 'go', 'ive', 'heard', 'those', 'words', 'before', 'are', 'you', 'sure', 'it', 'was', 'nothing', 'cause', 'it', 'made', 'me', 'feel', 'like', 'dying', 'inside', 'never', 'thought', 'i', 'was', 'insecure', 'but', 'its', 'pure', 'didnt', 'notice', 'until', 'i', 'was', 'in', 'love', 'for', 'real', 'am', 'i', 'really', 'gonna', 'cross', 'the', 'line', 'just', 'to', 'find', 'what', 'youre', 'typing', 'if', 'only', 'i', 'could', 'read', 'your', 'mind', 'ooh', 'id', 'be', 'fine', 'id', 'be', 'normal', 'nows', 'my', 'time', 'gonna', 'do', 'it', 'and', 'suddenly', 'im', 'the', 'phony', 'one', 'the', 'only', 'one', 'with', 'a', 'problem', 'true', 'love', 'is', 'bringing', 'it', 'out', 'of', 'me', 'the', 'worst', 'in', 'me', 'and', 'i', 'know', 'now', 'do', 'you', 'remember', 'the', 'time', 'we', 'were', 'the', 'time', 'we', 'were', 'by', 'the', 'ocean', 'i', 'didnt', 'care', 'if', 'it', 'was', 'day', 'or', 'night', 'the', 'world', 'was', 'right', 'where', 'i', 'wanted', 'girl', 'im', 'sorry', 'babe', 'im', 'really', 'really', 'sorry']"
34,edited_Be_Above_It_-_Live,"gotta be above it gotta be above it

and i know that i gotta be above it now
and i know that i cant let them bring me down
and i gotta bide my time as a face in the crowd
and i know that i gotta be above it now

and i know that i gotta be above it now
and i gotta bide my time as a face in the crowd
i know that i gotta be above it now
and i cant let them all just bring me down

this time im just gonna take it
or im never gonna shake it
ill just close my eyes and make it so that
all those little things dont affect me now

i know that i gotta be above it now
and i cant let them all just bring me down

this time im just gonna take it
never gonna shake it
close my eyes and make it so that
all these little things dont affect me now","['gotta', 'be', 'above', 'it', 'gotta', 'be', 'above', 'it', 'and', 'i', 'know', 'that', 'i', 'gotta', 'be', 'above', 'it', 'now', 'and', 'i', 'know', 'that', 'i', 'cant', 'let', 'them', 'bring', 'me', 'down', 'and', 'i', 'gotta', 'bide', 'my', 'time', 'as', 'a', 'face', 'in', 'the', 'crowd', 'and', 'i', 'know', 'that', 'i', 'gotta', 'be', 'above', 'it', 'now', 'and', 'i', 'know', 'that', 'i', 'gotta', 'be', 'above', 'it', 'now', 'and', 'i', 'gotta', 'bide', 'my', 'time', 'as', 'a', 'face', 'in', 'the', 'crowd', 'i', 'know', 'that', 'i', 'gotta', 'be', 'above', 'it', 'now', 'and', 'i', 'cant', 'let', 'them', 'all', 'just', 'bring', 'me', 'down', 'this', 'time', 'im', 'just', 'gonna', 'take', 'it', 'or', 'im', 'never', 'gonna', 'shake', 'it', 'ill', 'just', 'close', 'my', 'eyes', 'and', 'make', 'it', 'so', 'that', 'all', 'those', 'little', 'things', 'dont', 'affect', 'me', 'now', 'i', 'know', 'that', 'i', 'gotta', 'be', 'above', 'it', 'now', 'and', 'i', 'cant', 'let', 'them', 'all', 'just', 'bring', 'me', 'down', 'this', 'time', 'im', 'just', 'gonna', 'take', 'it', 'never', 'gonna', 'shake', 'it', 'close', 'my', 'eyes', 'and', 'make', 'it', 'so', 'that', 'all', 'these', 'little', 'things', 'dont', 'affect', 'me', 'now']"
35,edited_Someday*,"lyrics from snippet

oh wait for me
cause i been waitin for you
everybody knows its gonna happensomeday
everyoneknows too manythat dont know","['lyrics', 'from', 'snippet', 'oh', 'wait', 'for', 'me', 'cause', 'i', 'been', 'waitin', 'for', 'you', 'everybody', 'knows', 'its', 'gonna', 'happensomeday', 'everyoneknows', 'too', 'manythat', 'dont', 'know']"
36,edited_Vital_Signs,"youre always trying
to hide in the night
and blink at the door
youd let it go
though youll never know
when it all may be gone
we close our heart
we shut down our world
to rumors you know
tore down the shield
your future reveals
where the feels yet to go

youve gotta open up your mind and feel the love in your life
youve got to open up your heart feel the love in your life
youve gotta open up your mind and feel the love in your life
youve got to open up your heart feel the love in your life
love in your lifer heart
and feel love in the light

they wont decide
watch time glassing by
then float away
you cant get ill
just typewrite on in
to the rows we could play
dissatisfied
you always have tried
to divert with goodbyes
though what you seek
who knows it could be
right in front of your eyes
youve gotta open up your mind and feel the love in your life
youve got to open up your heart feel the love in your life
youve gotta open up your mind and feel the love in your life
youve got to open up your heart feel the love in your life
love in your life

repeat to the end","['youre', 'always', 'trying', 'to', 'hide', 'in', 'the', 'night', 'and', 'blink', 'at', 'the', 'door', 'youd', 'let', 'it', 'go', 'though', 'youll', 'never', 'know', 'when', 'it', 'all', 'may', 'be', 'gone', 'we', 'close', 'our', 'heart', 'we', 'shut', 'down', 'our', 'world', 'to', 'rumors', 'you', 'know', 'tore', 'down', 'the', 'shield', 'your', 'future', 'reveals', 'where', 'the', 'feels', 'yet', 'to', 'go', 'youve', 'gotta', 'open', 'up', 'your', 'mind', 'and', 'feel', 'the', 'love', 'in', 'your', 'life', 'youve', 'got', 'to', 'open', 'up', 'your', 'heart', 'feel', 'the', 'love', 'in', 'your', 'life', 'youve', 'gotta', 'open', 'up', 'your', 'mind', 'and', 'feel', 'the', 'love', 'in', 'your', 'life', 'youve', 'got', 'to', 'open', 'up', 'your', 'heart', 'feel', 'the', 'love', 'in', 'your', 'life', 'love', 'in', 'your', 'lifer', 'heart', 'and', 'feel', 'love', 'in', 'the', 'light', 'they', 'wont', 'decide', 'watch', 'time', 'glassing', 'by', 'then', 'float', 'away', 'you', 'cant', 'get', 'ill', 'just', 'typewrite', 'on', 'in', 'to', 'the', 'rows', 'we', 'could', 'play', 'dissatisfied', 'you', 'always', 'have', 'tried', 'to', 'divert', 'with', 'goodbyes', 'though', 'what', 'you', 'seek', 'who', 'knows', 'it', 'could', 'be', 'right', 'in', 'front', 'of', 'your', 'eyes', 'youve', 'gotta', 'open', 'up', 'your', 'mind', 'and', 'feel', 'the', 'love', 'in', 'your', 'life', 'youve', 'got', 'to', 'open', 'up', 'your', 'heart', 'feel', 'the', 'love', 'in', 'your', 'life', 'youve', 'gotta', 'open', 'up', 'your', 'mind', 'and', 'feel', 'the', 'love', 'in', 'your', 'life', 'youve', 'got', 'to', 'open', 'up', 'your', 'heart', 'feel', 'the', 'love', 'in', 'your', 'life', 'love', 'in', 'your', 'life', 'repeat', 'to', 'the', 'end']"
37,edited_My_Lover_Mother_Nature,"outer space is the only place to hide now
from whoever wants to know where you are
everything is easier than ever
when we fall baby we fall so hard

first conferred when the primates tried to warn me
when adam ran off to make a fire
mother nature whispered to the apes now
well rebuild this place when they are gone

i was just another one
waiting for the bees to come
i was mother natures son
but i was just another one
just another one
oh","['outer', 'space', 'is', 'the', 'only', 'place', 'to', 'hide', 'now', 'from', 'whoever', 'wants', 'to', 'know', 'where', 'you', 'are', 'everything', 'is', 'easier', 'than', 'ever', 'when', 'we', 'fall', 'baby', 'we', 'fall', 'so', 'hard', 'first', 'conferred', 'when', 'the', 'primates', 'tried', 'to', 'warn', 'me', 'when', 'adam', 'ran', 'off', 'to', 'make', 'a', 'fire', 'mother', 'nature', 'whispered', 'to', 'the', 'apes', 'now', 'well', 'rebuild', 'this', 'place', 'when', 'they', 'are', 'gone', 'i', 'was', 'just', 'another', 'one', 'waiting', 'for', 'the', 'bees', 'to', 'come', 'i', 'was', 'mother', 'natures', 'son', 'but', 'i', 'was', 'just', 'another', 'one', 'just', 'another', 'one', 'oh']"
38,edited_The_Less_I_Know_the_Better,"someone said they left together
i ran out the door to get her
she was holding hands with trevor
not the greatest feeling ever
said pull yourself together
you should try your luck with heather
then i heard they slept together
oh the less i know the better
the less i know the better

oh my love cant you see yourself by my side
no surprise when youre on his shoulder like every night
oh my love cant you see that youre on my mind
dont suppose we could convince your lover to change his mind
so goodbye

she said its not now or never
wait ten years well be together
i said better late than never
just dont make me wait forever
dont make me wait forever
dont make me wait forever
oh my love cant you see yourself by my side
i dont suppose you could convince your lover to change his mind","['someone', 'said', 'they', 'left', 'together', 'i', 'ran', 'out', 'the', 'door', 'to', 'get', 'her', 'she', 'was', 'holding', 'hands', 'with', 'trevor', 'not', 'the', 'greatest', 'feeling', 'ever', 'said', 'pull', 'yourself', 'together', 'you', 'should', 'try', 'your', 'luck', 'with', 'heather', 'then', 'i', 'heard', 'they', 'slept', 'together', 'oh', 'the', 'less', 'i', 'know', 'the', 'better', 'the', 'less', 'i', 'know', 'the', 'better', 'oh', 'my', 'love', 'cant', 'you', 'see', 'yourself', 'by', 'my', 'side', 'no', 'surprise', 'when', 'youre', 'on', 'his', 'shoulder', 'like', 'every', 'night', 'oh', 'my', 'love', 'cant', 'you', 'see', 'that', 'youre', 'on', 'my', 'mind', 'dont', 'suppose', 'we', 'could', 'convince', 'your', 'lover', 'to', 'change', 'his', 'mind', 'so', 'goodbye', 'she', 'said', 'its', 'not', 'now', 'or', 'never', 'wait', 'ten', 'years', 'well', 'be', 'together', 'i', 'said', 'better', 'late', 'than', 'never', 'just', 'dont', 'make', 'me', 'wait', 'forever', 'dont', 'make', 'me', 'wait', 'forever', 'dont', 'make', 'me', 'wait', 'forever', 'oh', 'my', 'love', 'cant', 'you', 'see', 'yourself', 'by', 'my', 'side', 'i', 'dont', 'suppose', 'you', 'could', 'convince', 'your', 'lover', 'to', 'change', 'his', 'mind']"
39,edited_Sundown_Syndrome_-_Canyons_Remix,"please dont get answers from eyes
you know that mine cant lie quite as well as yours
just let the spare moment flow
rounding steps as i go through the open doors

please dont deflate from a sigh
id hold still every time but id start to shake
i wander around for days
wondering what ill say when they want the truth
oh

oh you will never know how hard i try
to keep from waning while waiting at the start
the depth of every touch is real as you need
but words dont do any favors for me oh

you will never know how hard i try
to keep from waning while waiting at the start
the depth of every touch is real as you need
but words dont do any favors for me oh","['please', 'dont', 'get', 'answers', 'from', 'eyes', 'you', 'know', 'that', 'mine', 'cant', 'lie', 'quite', 'as', 'well', 'as', 'yours', 'just', 'let', 'the', 'spare', 'moment', 'flow', 'rounding', 'steps', 'as', 'i', 'go', 'through', 'the', 'open', 'doors', 'please', 'dont', 'deflate', 'from', 'a', 'sigh', 'id', 'hold', 'still', 'every', 'time', 'but', 'id', 'start', 'to', 'shake', 'i', 'wander', 'around', 'for', 'days', 'wondering', 'what', 'ill', 'say', 'when', 'they', 'want', 'the', 'truth', 'oh', 'oh', 'you', 'will', 'never', 'know', 'how', 'hard', 'i', 'try', 'to', 'keep', 'from', 'waning', 'while', 'waiting', 'at', 'the', 'start', 'the', 'depth', 'of', 'every', 'touch', 'is', 'real', 'as', 'you', 'need', 'but', 'words', 'dont', 'do', 'any', 'favors', 'for', 'me', 'oh', 'you', 'will', 'never', 'know', 'how', 'hard', 'i', 'try', 'to', 'keep', 'from', 'waning', 'while', 'waiting', 'at', 'the', 'start', 'the', 'depth', 'of', 'every', 'touch', 'is', 'real', 'as', 'you', 'need', 'but', 'words', 'dont', 'do', 'any', 'favors', 'for', 'me', 'oh']"
40,edited_Patience,"has it really been that long
did i count the days wrong
did we just go round and round
all the way to step one


just growin up in stages
lay down low down
livin life in phases
another season changes
and still my days are shapeless


im just laying here
waiting for a change to come
take us to the place
takin us where we would have gone

im just growin up in stages
lay down low down
livin life in phases
another season changes
and still my ways are aimless i know
were growin up in stages
and im runnin out of patience
growin up","['has', 'it', 'really', 'been', 'that', 'long', 'did', 'i', 'count', 'the', 'days', 'wrong', 'did', 'we', 'just', 'go', 'round', 'and', 'round', 'all', 'the', 'way', 'to', 'step', 'one', 'just', 'growin', 'up', 'in', 'stages', 'lay', 'down', 'low', 'down', 'livin', 'life', 'in', 'phases', 'another', 'season', 'changes', 'and', 'still', 'my', 'days', 'are', 'shapeless', 'im', 'just', 'laying', 'here', 'waiting', 'for', 'a', 'change', 'to', 'come', 'take', 'us', 'to', 'the', 'place', 'takin', 'us', 'where', 'we', 'would', 'have', 'gone', 'im', 'just', 'growin', 'up', 'in', 'stages', 'lay', 'down', 'low', 'down', 'livin', 'life', 'in', 'phases', 'another', 'season', 'changes', 'and', 'still', 'my', 'ways', 'are', 'aimless', 'i', 'know', 'were', 'growin', 'up', 'in', 'stages', 'and', 'im', 'runnin', 'out', 'of', 'patience', 'growin', 'up']"
41,"edited_New_Person,_Same_Old_Mistakes","i can just hear them now
how could you let us down
but they dont know what i found
or see it from this way round
feeling it overtake
all that i used to hate
one by one every trait
i tried but its way too late
all the signs i dont read
two sides of me cant agree
will i be in too deep
going with what i always longed for

feel like a brand new person
but youll make the same old mistakes
i dont care im in love
stop before its too late
i know feel like a brand new person
but youll make the same old mistakes
i finally know what its like you dont have what it takes
stop before its too late
i know theres too much at stake
making the same mistakes
and i still dont know why its happening
stop while its not too late
and i still dont know
finally taking flight
i know you dont think its right
i know that you think its fake
maybe fakes what i like
the point is i have the right
not thinking in black and white
im thinking its worth the fight
soon to be out of sight
knowing it all this time
going with what i always longed for

feel like a brand new person
but youll make the same old mistakes
i dont care im in love
stop before its too late
feel like a brand new person
but youll make the same old mistakes
so how do i know ive gone too far you dont have what it takes
stop before its too late

man i know that its hard to digest
but maybe your story aint so different from the rest
and i know it seems wrong to accept
but youve got your demons and shes got her regrets
and i know that its hard to digest
a realisation is as good as a guess
and i know it seems wrong to accept
but youve got your demons and shes got her regrets
but youve got your demons and shes got her regrets","['i', 'can', 'just', 'hear', 'them', 'now', 'how', 'could', 'you', 'let', 'us', 'down', 'but', 'they', 'dont', 'know', 'what', 'i', 'found', 'or', 'see', 'it', 'from', 'this', 'way', 'round', 'feeling', 'it', 'overtake', 'all', 'that', 'i', 'used', 'to', 'hate', 'one', 'by', 'one', 'every', 'trait', 'i', 'tried', 'but', 'its', 'way', 'too', 'late', 'all', 'the', 'signs', 'i', 'dont', 'read', 'two', 'sides', 'of', 'me', 'cant', 'agree', 'will', 'i', 'be', 'in', 'too', 'deep', 'going', 'with', 'what', 'i', 'always', 'longed', 'for', 'feel', 'like', 'a', 'brand', 'new', 'person', 'but', 'youll', 'make', 'the', 'same', 'old', 'mistakes', 'i', 'dont', 'care', 'im', 'in', 'love', 'stop', 'before', 'its', 'too', 'late', 'i', 'know', 'feel', 'like', 'a', 'brand', 'new', 'person', 'but', 'youll', 'make', 'the', 'same', 'old', 'mistakes', 'i', 'finally', 'know', 'what', 'its', 'like', 'you', 'dont', 'have', 'what', 'it', 'takes', 'stop', 'before', 'its', 'too', 'late', 'i', 'know', 'theres', 'too', 'much', 'at', 'stake', 'making', 'the', 'same', 'mistakes', 'and', 'i', 'still', 'dont', 'know', 'why', 'its', 'happening', 'stop', 'while', 'its', 'not', 'too', 'late', 'and', 'i', 'still', 'dont', 'know', 'finally', 'taking', 'flight', 'i', 'know', 'you', 'dont', 'think', 'its', 'right', 'i', 'know', 'that', 'you', 'think', 'its', 'fake', 'maybe', 'fakes', 'what', 'i', 'like', 'the', 'point', 'is', 'i', 'have', 'the', 'right', 'not', 'thinking', 'in', 'black', 'and', 'white', 'im', 'thinking', 'its', 'worth', 'the', 'fight', 'soon', 'to', 'be', 'out', 'of', 'sight', 'knowing', 'it', 'all', 'this', 'time', 'going', 'with', 'what', 'i', 'always', 'longed', 'for', 'feel', 'like', 'a', 'brand', 'new', 'person', 'but', 'youll', 'make', 'the', 'same', 'old', 'mistakes', 'i', 'dont', 'care', 'im', 'in', 'love', 'stop', 'before', 'its', 'too', 'late', 'feel', 'like', 'a', 'brand', 'new', 'person', 'but', 'youll', 'make', 'the', 'same', 'old', 'mistakes', 'so', 'how', 'do', 'i', 'know', 'ive', 'gone', 'too', 'far', 'you', 'dont', 'have', 'what', 'it', 'takes', 'stop', 'before', 'its', 'too', 'late', 'man', 'i', 'know', 'that', 'its', 'hard', 'to', 'digest', 'but', 'maybe', 'your', 'story', 'aint', 'so', 'different', 'from', 'the', 'rest', 'and', 'i', 'know', 'it', 'seems', 'wrong', 'to', 'accept', 'but', 'youve', 'got', 'your', 'demons', 'and', 'shes', 'got', 'her', 'regrets', 'and', 'i', 'know', 'that', 'its', 'hard', 'to', 'digest', 'a', 'realisation', 'is', 'as', 'good', 'as', 'a', 'guess', 'and', 'i', 'know', 'it', 'seems', 'wrong', 'to', 'accept', 'but', 'youve', 'got', 'your', 'demons', 'and', 'shes', 'got', 'her', 'regrets', 'but', 'youve', 'got', 'your', 'demons', 'and', 'shes', 'got', 'her', 'regrets']"
42,edited_Is_It_True,"we were hangin in the morning
feelin all different kinds of things
we were talkin about everything
fromthepast to thehappenin
we started talkin bout devotion
the kindthat goes on eternally
and i tell her im in love with her
but how can i know that ill always be

she just said is it true is it true tell me now
thats a promise i cant make and i wont validate
was i in some kind of mood i dont know i dont care
now im sleeping in my room here i am back again
shes in my

i was happy just listening
no intention to be mentioning
we started talkin bout the future
bout the notion i was motioning
im just so terrified to face her
like any moment i might wake up
cause shes the only thing i think of
i told my mother that i love her
she just said is it true is it true tell me now
thats a promise i cant make and i wont validate
was i being immature i dont know i dont care
now im sleeping in my room here i am back again
shes in my
in my","['we', 'were', 'hangin', 'in', 'the', 'morning', 'feelin', 'all', 'different', 'kinds', 'of', 'things', 'we', 'were', 'talkin', 'about', 'everything', 'fromthepast', 'to', 'thehappenin', 'we', 'started', 'talkin', 'bout', 'devotion', 'the', 'kindthat', 'goes', 'on', 'eternally', 'and', 'i', 'tell', 'her', 'im', 'in', 'love', 'with', 'her', 'but', 'how', 'can', 'i', 'know', 'that', 'ill', 'always', 'be', 'she', 'just', 'said', 'is', 'it', 'true', 'is', 'it', 'true', 'tell', 'me', 'now', 'thats', 'a', 'promise', 'i', 'cant', 'make', 'and', 'i', 'wont', 'validate', 'was', 'i', 'in', 'some', 'kind', 'of', 'mood', 'i', 'dont', 'know', 'i', 'dont', 'care', 'now', 'im', 'sleeping', 'in', 'my', 'room', 'here', 'i', 'am', 'back', 'again', 'shes', 'in', 'my', 'i', 'was', 'happy', 'just', 'listening', 'no', 'intention', 'to', 'be', 'mentioning', 'we', 'started', 'talkin', 'bout', 'the', 'future', 'bout', 'the', 'notion', 'i', 'was', 'motioning', 'im', 'just', 'so', 'terrified', 'to', 'face', 'her', 'like', 'any', 'moment', 'i', 'might', 'wake', 'up', 'cause', 'shes', 'the', 'only', 'thing', 'i', 'think', 'of', 'i', 'told', 'my', 'mother', 'that', 'i', 'love', 'her', 'she', 'just', 'said', 'is', 'it', 'true', 'is', 'it', 'true', 'tell', 'me', 'now', 'thats', 'a', 'promise', 'i', 'cant', 'make', 'and', 'i', 'wont', 'validate', 'was', 'i', 'being', 'immature', 'i', 'dont', 'know', 'i', 'dont', 'care', 'now', 'im', 'sleeping', 'in', 'my', 'room', 'here', 'i', 'am', 'back', 'again', 'shes', 'in', 'my', 'in', 'my']"
